cardId,name,cardSet,type,rarity,mechanics_count,playerClass,faction,cost,health,attack,collectible,race,artist,text,flavor,Poisonous,Overload,HealTarget,Charge,Summoned,Combo,AdjacentBuff,Spell Damage,Taunt,Deathrattle,ImmuneToSpellpower,Morph,Divine Shield,Windfury,Enrage,Aura,AffectedBySpellPower,Battlecry,Silence,Inspire,OneTurnEffect,Stealth,Freeze,InvisibleDeathrattle,Secret
EX1_509e,Blarghghl,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,Increased Attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_355e,Blessed Champion,Classic,Enchantment,,0,Paladin,,0.0,0.0,0.0,,,,This minion's Attack has been doubled.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_363e,Blessing of Wisdom,Classic,Enchantment,,0,Paladin,,0.0,0.0,0.0,,,,"When this minion attacks, the player who blessed it draws a card.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_363e2,Blessing of Wisdom,Classic,Enchantment,,0,Paladin,,0.0,0.0,0.0,,,,"When this minion attacks, the enemy player draws a card.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS2_059o,Blood Pact,Classic,Enchantment,,0,Warlock,,0.0,0.0,0.0,,,,Increased Health.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_411e,Bloodrage,Classic,Enchantment,,0,Warrior,,0.0,0.0,0.0,,,,No durability loss.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW1_025e,Bolstered,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,Increased Health.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tt_004o,Cannibalize,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,Increased Attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_165a,Cat Form,Classic,Spell,Common,0,Druid,Neutral,0.0,0.0,0.0,,,,<b>Charge</b>,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS2_073e,Cold Blood,Classic,Enchantment,,0,Rogue,,0.0,0.0,0.0,,,,+2 Attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS2_073e2,Cold Blood,Classic,Enchantment,,0,Rogue,,0.0,0.0,0.0,,,,+4 Attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW1_036e,Commanding Shout,Classic,Enchantment,,1,Warrior,,0.0,0.0,0.0,,,,Can't be reduced below 1 Health this turn.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NEW1_036e2,Commanding Shout,Classic,Enchantment,,1,Warrior,,0.0,0.0,0.0,,,,Your minions can't be reduced below 1 Health this turn.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
EX1_128e,Concealed,Classic,Enchantment,,0,Rogue,,0.0,0.0,0.0,,,,Stealthed until your next turn.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_304e,Consume,Classic,Enchantment,,0,Warlock,,0.0,0.0,0.0,,,,Increased stats.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_573a,Demigod's Favor,Classic,Spell,,0,Druid,Neutral,0.0,0.0,0.0,,,,Give your other minions +2/+2.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_573ae,Demigod's Favor,Classic,Enchantment,,0,Druid,Neutral,0.0,0.0,0.0,,,,+2/+2.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW1_014e,Disguised,Classic,Enchantment,,0,Rogue,,0.0,0.0,0.0,,,,Stealthed until your next turn.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_166b,Dispel,Classic,Spell,,1,Druid,Neutral,0.0,0.0,0.0,,,,<b>Silence</b> a minion.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_004e,Elune's Grace,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,Increased Health.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_055o,Empowered,Classic,Enchantment,,1,,,0.0,0.0,0.0,,,,Mana Addict has increased Attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KARA_08_04e,Empowered,Classic,Enchantment,,1,,,0.0,0.0,0.0,,,,+8 Attack this turn.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
EX1_390e,Enraged,Classic,Enchantment,,1,,,0.0,0.0,0.0,,,,+3 Attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_393e,Enraged,Classic,Enchantment,,1,,,0.0,0.0,0.0,,,,+3 Attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_412e,Enraged,Classic,Enchantment,,1,,,0.0,0.0,0.0,,,,+1 Attack and <b>Windfury</b>.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_414e,Enraged,Classic,Enchantment,,0,Warrior,,0.0,0.0,0.0,,,,+6 Attack,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_009e,Enraged,Classic,Enchantment,,1,,,0.0,0.0,0.0,,,,+5 Attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_619e,Equality,Classic,Enchantment,,0,Paladin,,0.0,0.0,0.0,,,,Health changed to 1.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW1_037e,Equipped,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,Increased Attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_059e,Experiments!,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,Attack and Health have been swapped by Crazed Alchemist.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS2_053e,Far Sight,Classic,Enchantment,,0,Shaman,,0.0,0.0,0.0,,,Lars Grant-West,One of your cards costs (3) less.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW1_017e,Full Belly,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,+2/+2.  Full of Murloc.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS2_181e,Full Strength,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,This minion has +2 Attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS1_188e,Gladiator's Longbow enchantment,Classic,Enchantment,,0,Hunter,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW1_024o,Greenskin's Command,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,+1/+1.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW1_038o,Growth,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,Gruul is growing...,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_093e,Hand of Argus,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,+1/+1 and <b>Taunt</b>.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_043e,Hour of Twilight,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,Increased Health.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_295o,Ice Block,Classic,Enchantment,,1,Mage,,0.0,0.0,0.0,,,,Your hero is <b>Immune</b> this turn.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
EX1_623e,Infusion,Classic,Enchantment,,0,Priest,,0.0,0.0,0.0,,,,+3 Health.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS1_129e,Inner Fire,Classic,Enchantment,,0,Priest,,0.0,0.0,0.0,,,,This minion's Attack is equal to its Health.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_607e,Inner Rage,Classic,Enchantment,,0,Warrior,,0.0,0.0,0.0,,,,+2 Attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_366e,Justice Served,Classic,Enchantment,,0,Paladin,,0.0,0.0,0.0,,,,Has +1/+1.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_080o,Keeping Secrets,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,Increased stats.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW1_029t,Kill Millhouse!,Classic,Enchantment,Legendary,0,,,0.0,0.0,0.0,,,,Spells cost (0) this turn!,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_160b,Leader of the Pack,Classic,Spell,,0,Druid,Neutral,0.0,0.0,0.0,,,,Give your minions +1/+1.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_160be,Leader of the Pack,Classic,Enchantment,,0,Druid,,0.0,0.0,0.0,,,,+1/+1.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_044e,Level Up!,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,Increased Attack and Health.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW1_012o,Mana Gorged,Classic,Enchantment,,0,Mage,,0.0,0.0,0.0,,,,Increased attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_155a,Mark of Nature,Classic,Spell,,0,Druid,Neutral,0.0,0.0,0.0,,,,+4 Attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_155ae,Mark of Nature,Classic,Enchantment,,0,Druid,,0.0,0.0,0.0,,,,This minion has +4 Attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_155b,Mark of Nature,Classic,Spell,,0,Druid,Neutral,0.0,0.0,0.0,,,,+4 Health and <b>Taunt</b>.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_155be,Mark of Nature,Classic,Enchantment,,0,Druid,,0.0,0.0,0.0,,,,This minion has +4 Health and <b>Taunt</b>.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_tk31,Mind Controlling,Classic,Enchantment,Common,1,Priest,Neutral,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_166a,Moonfire,Classic,Spell,,0,Druid,Neutral,0.0,0.0,0.0,,,,Deal 2 damage.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_507e,Mrgglaargl!,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,Murloc Warleader is granting +2/+1.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_103e,Mrghlglhal,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,+2 Health.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_411e2,Needs Sharpening,Classic,Enchantment,,0,Warrior,,0.0,0.0,0.0,,,,Decreased Attack.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DREAM_05e,Nightmare,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,"This minion has +5/+5, but will be destroyed soon.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_164a,Nourish,Classic,Spell,,0,Druid,Neutral,0.0,0.0,0.0,,,,Gain 2 Mana Crystals.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_164b,Nourish,Classic,Spell,,0,Druid,Neutral,0.0,0.0,0.0,,,,Draw 3 cards.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_258e,Overloading,Classic,Enchantment,,0,Shaman,,0.0,0.0,0.0,,,,Increased stats.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_612o,Power of the Kirin Tor,Classic,Enchantment,,1,Mage,,0.0,0.0,0.0,,,,Your next Secret costs (0).,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
EX1_316e,Power Overwhelming,Classic,Enchantment,,0,Warlock,Neutral,0.0,0.0,0.0,,,,"This minion has +4/+4, but will die a horrible death at the end of the turn.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_145o,Preparation,Classic,Enchantment,,1,Rogue,,0.0,0.0,0.0,,,,The next spell you cast this turn costs (3) less.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CS2_104e,Rampage,Classic,Enchantment,,0,Warrior,,0.0,0.0,0.0,,,,+3/+3.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_274e,Raw Power!,Classic,Enchantment,,0,Mage,,0.0,0.0,0.0,,,,Increased stats.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_379e,Repentance,Classic,Enchantment,,0,Paladin,,0.0,0.0,0.0,,,,Health reduced to 1.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_178a,Rooted,Classic,Spell,,0,Druid,Neutral,0.0,0.0,0.0,,,,+5 Health and <b>Taunt</b>.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_178ae,Rooted,Classic,Enchantment,,0,Druid,,0.0,0.0,0.0,,,,+5 Health and <b>Taunt</b>.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_334e,Shadow Madness,Classic,Enchantment,,0,Priest,,0.0,0.0,0.0,,,,This minion has switched controllers this turn.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_590e,Shadows of M'uru,Classic,Enchantment,Common,0,,,0.0,0.0,0.0,,,,This minion has consumed Divine Shields and has increased Attack and Health.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX1_573b,Shan'do's Lesson,Classic,Spell,,0,Druid,Neutral,0.0,0.0,0.0,,,,Summon two 2/2 Treants with <b>Taunt</b>.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS2_221e,Sharp!,Classic,Enchantment,,0,,,0.0,0.0,0.0,,,,+2 Attack from Spiteful Smith.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
